Year,Word
2012,Hurricane Sandy
2012,iPad 3
2012,Diablo 3
2012,Kate Middleton
2012,Olympics 2012
2012,Amanda Todd
2012,Michael Clarke Duncan
2012,Gangnam Style
2012,Somebody That I Used to Know
2012,KONY 2012
2012,Call Me Maybe
2012,Obama vs. Romney Epic Rap Battles of History
2012,A Dramatic Suprise on a Quiet Square
2012,Why You Asking All Them Questions?
2012,Crystallize
2012,Facebook Parenting: For the Troubled Teen
2012,Felix Baumgartner's Supersonic Free Fall
2013,Oscar Pistorius
2013,Aaron Hernandez
2013,Adrian Peterson
2013,Kevin Ware
2013,Lance Armstrong
2013,Gareth Bale
2013,Jason Collins
2013,Lamar Odom
2013,Ray Lewis
2013,Chris Kelly
2013,Boston Marathon
2013,Typhoon Haiyan
2013,Government Shutdown
2013,2014 FIFA World Cup
2013,Chinese New Year
2013,Australian Open
2013,Eurovision Song Contest
2013,Wimbledon
2013,Syria Conflict
2013,EuroBasket
2013,Man of Steel
2013,Iron Man 3
2013,World War Z
2013,Django Unchained
2013,Despicable Me 2
2013,Gravity
2013,Chennai Express
2013,Les Misérables
2013,The Conjuring
2013,Argo
2013,Cory Monteith
2013,Amanda Bynes
2013,James Gandolfini
2013,Charlie Hunnam
2013,Robin Thicke
2013,Lea Michele
2013,Miley Cyrus
2013,Mindy McCready
2013,Daft Punk
2013,Dakota Johnson
2013,Under The Dome
2013,Defiance
2013,Big Brother 15
2013,Agents of S.H.I.E.L.D.
2013,Here Comes Honey Boo Boo
2013,Sleepy Hollow
2013,Masters of Sex
2013,Homeland
2013,The Blacklist
2013,Survivor
2013,iPhone 5s
2013,Samsung Galaxy S4
2013,PlayStation 4
2013,Xbox One
2013,Nexus 5
2013,HTC One
2013,iPad Air
2013,Blackberry 10
2013,Samsung Galaxy Note 3
2013,Nokia Lumia 1020
2013,Nelson Mandela
2013,Paul Walker
2013,iPhone 5s
2013,Cory Monteith
2013,Harlem Shake
2013,Boston Marathon
2013,Royal Baby
2013,Samsung Galaxy S4
2013,PlayStation 4
2013,North Korea
2013,Nelson Mandela
2013,Paul Walker
2013,Malala Yousafzai
2013,James Gandolfini
2013,Miley Cyrus
2013,Oscar Pistorius
2013,Jennifer Lawrence
2013,Aaron Hernandez
2013,Charlie Hunnam
2013,Adrian Peterson
2014,Robin Williams
2014,World Cup
2014,Ebola
2014,Malaysia Airlines
2014,ALS Ice Bucket Challenge
2014,Flappy Bird
2014,Conchita Wurst
2014,ISIS
2014,Frozen
2014,Sochi Olympics
2014,James Rodriguez
2014,Michael Schumacher
2014,Ray Rice
2014,Luis Suarez
2014,Neymar da Silva Santos
2014,Mario Gotze
2014,Jules Bianchi
2014,Francisco Guillermo Ochoa Magaña
2014,Michael Phelps
2014,Richard Sherman
2014,Ebola
2014,ISIS
2014,Malaysia Airlines
2014,Crimea / Ukraine
2014,Ferguson
2014,Gaza and Israel
2014,Scotish Referendum
2014,Oscar Pistorius trial
2014,Robin Williams
2014,Philip Seymour Hoffman
2014,Peaches Geldof
2014,Shirley Temple
2014,Maya Angelou
2014,Joan Rivers
2014,Gabriel Garcia Marquez
2014,Lauren Bacall
2014,James Avery
2014,Harold Ramis
2014,FIRST KISS
2014,iPhone 6 Plus Bend Test
2014,Devil Baby Attack
2014,Brazil vs Germany
2014,Germany vs Argentina
2014,Brazil vs Chile
2014,Argentina vs Belgium
2014,Brazil vs Croatia
2014,Brazil vs Netherlands
2014,Netherlands vs Mexico
2014,Germany vs Portugal
2014,Brazil vs Mexico
2014,USA vs Germany
2014,2014 Winter Olympics
2014,Rubik's Cube
2014,Philae Robotic Lander
2014,Nelson Mandela
2014,International Women's Day 2014
2014,Audrey Hepburn
2014,Berlin Wall
2014,Leo Tolstoy
2014,Halloween 2014
2014,iPhone 6
2014,Samsung Galaxy S5
2014,Nexus 6
2014,Moto G
2014,Samsung Note 4
2014,LG G3
2014,Xbox One
2014,Apple Watch
2014,Nokia X
2014,iPad Air
2014,Jennifer Lawrence
2014,Kim Kardashian
2014,Julie Gayet
2014,Tracy Morgan
2014,Renee Zellweger
2014,Jared Leto
2014,Lorde
2014,Matthew McConaughey
2014,Amal Alamuddin
2014,Donald Sterling
2015,Lamar Odom
2015,Charlie Hebdo
2015,Agar.io
2015,Jurassic World
2015,Paris
2015,Furious 7
2015,Fallout 4
2015,Ronda Rousey
2015,Caitlyn Jenner
2015,American Sniper
2015,Lamar Odom
2015,Ronda Rousey
2015,Caitlyn Jenner
2015,Adele
2015,Charlie Sheen
2015,Ruby Rose
2015,Donald Trump
2015,Sia
2015,Dakota Johnson
2015,Jeremy Clarkson
2015,Jurassic World
2015,Furious 7
2015,American Sniper
2015,Fifty Shade of Grey
2015,Minions
2015,Spectre
2015,Straight Outta Compton
2015,Mad Max
2015,Prem Ratan Dhan Payo
2015,Birdman
2015,Bobbi Kristina
2015,Cristiano Araujo
2015,Christopher Lee
2015,Sandra Bland
2015,Stuart Scott
2015,Leonard Nimoy
2015,Zhanna Friske
2015,Naomi Kawashima
2015,Scott Weiland
2015,BB King
2015,Charlie Hebdo
2015,Paris
2015,Hurricane Patricia
2015,Isis
2015,Nepal
2015,El Chapo
2015,Greece
2015,Baltimore Riots
2015,San Bernardino
2015,Hurricane Joaquin
2015,iPhone 6S
2015,Samsung Galaxy S6
2015,Apple Watch
2015,iPad Pro
2015,LG G4
2015,Samsung Galaxy Note 5
2015,Samsung Galaxy J5
2015,HTC One M9
2015,Nexus 6P
2015,Surface Pro 4
2015,Adele
2015,Sia
2015,Eagles of Death Metal
2015,Sam Smith
2015,Meghan Trainor
2015,Fetty Wap
2015,N.W.A
2015,Eazy-E
2015,Hozier
2015,Chris Stapleton
2015,Big Brother Brazil
2015,Jessica Jones
2015,Bigg Boss
2015,Fear the Walking Dead
2015,Better Call Saul
2015,Game of Thrones
2015,Daredevil
2015,One Punch Man
2015,Verdades Secretas
2015,Scream Queens
2015,Copa America
2015,Wimbledon
2015,Tour de France
2015,Rugby World Cup
2015,Super Bowl
2015,Mayweather vs Pacquiao
2015,Indian Premier League
2015,US Open
2015,ICC Cricket World Cup
2015,Australian Open
2016,Pokémon Go
2016,iPhone 7
2016,Donald Trump
2016,Prince
2016,Powerball
2016,David Bowie
2016,Deadpool
2016,Olympics
2016,Slither.io
2016,Suicide Squad
2016,Donald Trump
2016,Hillary Clinton
2016,Michael Phelps
2016,Melania Trump
2016,Simone Biles
2016,Bernie Sanders
2016,Steven Avery
2016,Céline Dion
2016,Ryan Lochte
2016,Tom Hiddleston
2016,Rio Olympics
2016,World Series
2016,Tour de France
2016,Wimbledon
2016,Australian Open
2016,EK 2016
2016,T20 World Cup
2016,Copa América
2016,Royal Rumble
2016,Ryder Cup
2016,Deadpool
2016,Suicide Squad
2016,The Revenant
2016,Captain America Civil War
2016,Batman v Superman
2016,Doctor Strange
2016,Finding Dory
2016,Zootopia
2016,The Conjuring 2
2016,Hacksaw Ridge
2016,Stranger Things
2016,Westworld
2016,Luke Cage
2016,Game of Thrones
2016,Black Mirror
2016,Fuller House
2016,The Crown
2016,The Night Of
2016,Soy Luna
2016,Céline Dion
2016,Kesha
2016,Michael Bublé
2016,Creed
2016,Kehlani
2016,Teyana Taylor
2016,Grace Vanderwaal
2016,Ozuna
2016,Lukas Graham
2016,Prince
2016,David Bowie
2016,Christina Grimmie
2016,Alan Rickman
2016,Muhammad Ali
2016,Leonard Cohen
2016,Juan Gabriel
2016,Kimbo Slice
2016,Gene Wilder
2016,iPhone 7
2016,Freedom 251
2016,iPhone SE
2016,iPhone 6S
2016,Google Pixel
2016,Samsung Galaxy S7
2016,iPhone 7 Plus
2016,Note 7
2016,Nintendo Switch
2016,Samsung J7
2016,US Election
2016,Olympics
2016,Brexit
2016,Orlando Shooting
2016,Zika Virus
2016,Panama Papers
2016,Nice
2016,Brussels
2016,Dallas Shooting
2017,Hurricane Irma
2017,iPhone 8
2017,iPhone X
2017,Matt Lauer
2017,Meghan Markle
2017,13 Reasons Why
2017,Tom Petty
2017,Fidget Spinner
2017,Chester Bennington
2017,India National Cricket Team
2017,Hurricane Irma
2017,Bitcoin
2017,Las Vegas Shooting
2017,North Korea
2017,Solar Eclipse
2017,Hurricane Harvey
2017,Manchester
2017,Hurricane Jose
2017,Hurricane Maria
2017,April the Giraffe
2017,iPhone 8
2017,iPhone X
2017,Nintendo Switch
2017,Samsung Galaxy S8
2017,Xbox One X
2017,Nokia 3310
2017,Razer Phone
2017,Oppo F5
2017,OnePlus 5
2017,Nokia 6
2017,Wimbledon
2017,Super Bowl
2017,Mayweather vs McGregor Fight
2017,Tour de France
2017,World Series
2017,Australian Open
2017,US Open
2017,FIFA Confederations Cup
2017,NBA Playoffs
2017,UEFA Champions League
2017,Tom Petty
2017,Chester Bennington
2017,Chris Cornell
2017,Bill Paxton
2017,Hugh Hefner
2017,Aaron Hernandez
2017,Lil Peep
2017,Charlie Murphy
2017,David Cassidy
2017,IT
2017,Wonder Woman
2017,Beauty and the Beast
2017,Logan
2017,Justice League
2017,The Fate of the Furious
2017,Baahubali 2: The Conclusion
2017,Dunkirk
2017,La La Land
2017,Thor: Ragnarok
2017,Chicken breast recipe
2017,Ground beef recipe
2017,French toast recipe
2017,Kek tarifi (cake recipe)
2017,Pork chop recipe
2017,Spaghetti squash recipe
2017,Coleslaw recipe
2017,Pesto recipe
2017,Stranger Things
2017,13 Reasons Why
2017,Big Brother Brasil
2017,Game of Thrones
2017,Iron Fist
2017,Bigg Boss
2017,Riverdale
2017,American Gods
2017,The Kapil Sharma Show
2017,Mindhunter
2017,Despacito
2017,Shape of You
2017,Perfect
2017,Havana
2017,Look What You Made Me Do
2017,HUMBLE
2017,Versace on the Floor
2017,Closer
2017,Bad and Boujee
2017,Rockstar
2017,Meghan Markle
2017,Kevin Spacey
2017,Gal Gadot
2017,Louis C.K.
2017,Bill Skarsgård
2017,Millie Bobby Brown
2017,Tom Holland
2017,Kaley Cuoco
2017,Saoirse Ronan
2017,Jason Momoa
2017,Matt Lauer
2017,Meghan Markle
2017,Nadia Toffa
2017,Harvey Weinstein
2017,Kevin Spacey
2017,Gal Gadot
2017,Melania Trump
2017,Floyd Mayweather
2017,Michael Flynn
2017,Philippe Coutinho
2017,Ariana Grande
2017,Linkin Park
2017,Lady Gaga
2017,Mariah Carey
2017,Ed Sheeran
2017,Travis Scott
2017,Kendrick Lamar
2017,Lil Pump
2017,Katy Perry
2017,Cardi B
2017,Cash Me Outside Meme
2017,United Airlines Meme
2017,Elf on the Shelf Meme
2017,What in Tarnation Meme
2017,Spongebob Mocking Meme
2017,Romper Meme
2017,IT Meme
2017,Joe Biden Meme
2017,Game of Thrones Meme
2017,Hot Dog Meme
2017,How to make slime
2017,How to make solar eclipse glasses
2017,How to buy Bitcoin
2017,How to watch Mayweather vs McGregor
2017,How to make a fidget spinner
2017,How to watch the solar eclipse
2017,How to freeze your credit
2017,How to play Powerball
2017,How to screen record
2017,How to lose belly fat fast
2017,French election
2017,German federal election
2017,UK election
2017,Uttar Pradesh election
2017,Georgia special election
2017,Montana special election
2017,British Columbia election
2017,BMC election
2017,Sicilian regional election
2017,Dutch election
2018,World Cup
2018,Avicii
2018,Mac Miller
2018,Stan Lee
2018,Black Panther
2018,Meghan Markle
2018,Anthony Bourdain
2018,XXXTentacion
2018,Stephen Hawking
2018,Kate Spade
2018,Meghan Markle
2018,Demi Lovato
2018,Sylvester Stallone
2018,Logan Paul
2018,Khloé Kardashian
2018,Jair Bolsonaro
2018,Brett Kavanaugh
2018,Hailey Baldwin
2018,Stormy Daniels
2018,Cardi B
2018,Tristan Thompson
2018,Alexis Sánchez
2018,Lindsey Vonn
2018,Shaun White
2018,Khabib Nurmagomedov
2018,Kawhi Leonard
2018,Naomi Osaka
2018,Philippe Coutinho
2018,Conor McGregor
2018,Harry Kane
2018,Black Panther
2018,Deadpool 2
2018,Venom
2018,Avengers: Infinity War
2018,Bohemian Rhapsody
2018,A Star Is Born
2018,Incredibles 2
2018,The Nun
2018,A Quiet Place
2018,Jurassic World: Fallen Kingdom
2018,Altered Carbon
2018,Roseanne
2018,The Haunting of Hill House
2018,Lost in Space
2018,Grande Fratello
2018,Segundo Sol
2018,Bodyguard
2018,Demi Lovato
2018,Cardi B
2018,Daniel Küblböck
2018,Travis Scott
2018,Rick Ross
2018,6ix9ine
2018,Childish Gambino
2018,Nick Jonas
2018,Avicii
2018,Mac Miller
2018,Stan Lee
2018,Anthony Bourdain
2018,XXXTentacion
2018,Stephen Hawking
2018,Kate Spade
2018,Aretha Franklin
2018,Sridevi
2018,Burt Reynolds
2018,Sylvester Stallone
2018,Logan Paul
2018,Pete Davidson
2018,Bill Cosby
2018,Noah Centineo
2018,Donald Glover
2018,Allison Mack
2018,Gary Oldman
2018,World Cup
2018,Hurricane Florence
2018,Mega Millions Result
2018,Royal Wedding
2018,Election Results
2018,Hurricane Michael
2018,Kavanaugh Confirmation
2018,Florida Shooting
2018,Greve dos caminhoneiros
2018,Government Shutdown
2018,Roseanne Barr
2019,India vs South Africa
2019,Cameron Boyce
2019,Copa America
2019,Bangladesh vs India
2019,iPhone 11
2019,Game of Thrones
2019,Avengers: Endgame
2019,Joker
2019,Notre Dame
2019,ICC Cricket World Cup
2019,Copa America
2019,Notre Dame
2019,ICC Cricket World Cup
2019,Hurricane Dorian
2019,Rugby World Cup
2019,Sri Lanka
2019,Area 51
2019,India election results
2019,Fall of Berlin Wall
2019,Antonio Brown
2019,Neymar
2019,James Charles
2019,Jussie Smollett
2019,Kevin Hart
2019,Billie Eilish
2019,Greta Thunberg
2019,R. Kelly
2019,Joaquin Phoenix
2019,Jordyn Woods
2019,Jussie Smollett
2019,Kevin Hart
2019,Joaquin Phoenix
2019,Keanu Reeves
2019,Lori Loughlin
2019,Lauren London
2019,Rami Malek
2019,Brie Larson
2019,Antonio Brown
2019,Neymar
2019,Bryce Harper
2019,David Ortiz
2019,Alex Morgan
2019,Andrew Luck
2019,Megan Rapinoe
2019,Iker Casillas
2019,Zion Williamson
2019,Ansu Fati
2019,Avengers: Endgame
2019,Joker
2019,Captain Marvel
2019,Toy Story 4
2019,Aquaman
2019,Once Upon a Time in Hollywood
2019,Frozen 2
2019,Green Book
2019,The Lion King
2019,Aladdin
2019,Cameron Boyce
2019,Nipsey Hussle
2019,Julen
2019,Karl Lagerfeld
2019,Emiliano Sala
2019,Jeffrey Epstein
2019,Gugu Liberato
2019,Niki Lauda
2019,Gabriel Diniz
2019,Sushma Swaraj
2019,Old Town Road
2019,7 Rings
2019,Shallow
2019,Señorita
2019,Memories
2019,Into the Unknown
2019,A Whole New World
2019,Sunflower
2019,Sexy Lady
2019,Game of Thrones
2019,Stranger Things
2019,Chernobyl
2019,When They See Us
2019,The Umbrella Academy
2019,The Mandalorian
2019,Euphoria
2019,Dead to Me
2019,Bad Guy
